-1
           TEMP!            LAT!            LON!           JDAY!            H2O!          PRESS!             O3!             NO!            NO2!             CO!            NOx!          O3COL!           JO1D!           JNO2!           HCHO!            XOH!           XHO2!           C2H6!           C3H8!         IC4H10!         NC4H10!           C2H2!           C3H6!           C2H4!            CH4!
     2.4732e+02!     5.5300e+01!    -7.7730e+01!     6.0375e+01!     5.3584e-04!     9.5300e+02!     1.8260e-08!     6.3000e-12!     4.9400e-11!     1.5915e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     3.7976e-10!    -9.9990e+03!     8.9149e-02!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4728e+02!     5.5300e+01!    -7.7730e+01!     6.0382e+01!     5.3279e-04!     9.5300e+02!     1.8354e-08!     6.3000e-12!     4.9400e-11!     1.5742e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     3.6082e-10!    -9.9990e+03!     1.0514e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4726e+02!     5.5300e+01!    -7.7730e+01!     6.0389e+01!     5.2927e-04!     9.5300e+02!     1.8381e-08!     0.0000e+00!     3.1200e-11!     1.5788e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     3.6082e-10!    -9.9990e+03!     1.0305e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4730e+02!     5.5300e+01!    -7.7730e+01!     6.0396e+01!     5.3296e-04!     9.5300e+02!     1.8595e-08!     0.0000e+00!     2.5200e-11!     1.5744e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     3.3896e-10!    -9.9990e+03!     1.3274e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4743e+02!     5.5300e+01!    -7.7730e+01!     6.0403e+01!     5.4154e-04!     9.5300e+02!     1.8631e-08!     2.4000e-12!     3.0700e-11!     1.5813e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     4.7528e-10!    -9.9990e+03!     1.4652e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4755e+02!     5.5300e+01!    -7.7730e+01!     6.0410e+01!     5.4793e-04!     9.5300e+02!     1.8865e-08!     4.2000e-12!     2.7800e-11!     1.5819e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     4.9344e-10!    -9.9990e+03!     1.4462e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4759e+02!     5.5300e+01!    -7.7730e+01!     6.0417e+01!     5.4968e-04!     9.5300e+02!     1.8905e-08!     0.0000e+00!     2.5500e-11!     1.5813e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     5.7386e-10!    -9.9990e+03!     1.2838e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4755e+02!     5.5300e+01!    -7.7730e+01!     6.0424e+01!     5.4458e-04!     9.5300e+02!     1.8725e-08!     0.0000e+00!     2.7300e-11!     1.5784e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     4.1821e-10!    -9.9990e+03!     1.3974e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4754e+02!     5.5300e+01!    -7.7730e+01!     6.0431e+01!     5.4415e-04!     9.5300e+02!     1.8815e-08!     5.1000e-12!     2.5000e-11!     1.5673e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     4.4497e-10!    -9.9990e+03!     1.0963e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4759e+02!     5.5300e+01!    -7.7730e+01!     6.0437e+01!     5.4970e-04!     9.5300e+02!     1.9228e-08!     1.8000e-12!     2.4700e-11!     1.5695e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     4.4497e-10!    -9.9990e+03!     1.0215e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4764e+02!     5.5300e+01!    -7.7730e+01!     6.0444e+01!     5.5423e-04!     9.5300e+02!     1.9250e-08!     0.0000e+00!     1.3600e-11!     1.5721e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     2.9009e-10!    -9.9990e+03!     1.3301e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4766e+02!     5.5300e+01!    -7.7730e+01!     6.0451e+01!     5.5796e-04!     9.5300e+02!     1.9351e-08!     0.0000e+00!     3.3800e-11!     1.5782e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     4.1990e-10!    -9.9990e+03!     1.3748e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4754e+02!     5.5300e+01!    -7.7730e+01!     6.0458e+01!     5.5350e-04!     9.5300e+02!     1.9135e-08!     0.0000e+00!     3.3800e-11!     1.5671e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     4.1990e-10!    -9.9990e+03!     1.5515e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4733e+02!     5.5300e+01!    -7.7730e+01!     6.0472e+01!     5.4325e-04!     9.5300e+02!     1.9650e-08!     4.1000e-12!     1.9000e-11!     1.5688e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     5.0608e-10!    -9.9990e+03!     1.1717e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4725e+02!     5.5300e+01!    -7.7730e+01!     6.0479e+01!     5.4016e-04!     9.5300e+02!     2.0115e-08!     4.1000e-12!     1.9000e-11!     1.5683e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     0.0000e+00!     5.0608e-10!    -9.9990e+03!     1.2143e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4727e+02!     5.5300e+01!    -7.7730e+01!     6.0486e+01!     5.4223e-04!     9.5300e+02!     2.1350e-08!     4.1000e-12!     1.9000e-11!     1.5867e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     1.3755e-05!     5.2571e-10!    -9.9990e+03!     1.5230e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4751e+02!     5.5300e+01!    -7.7730e+01!     6.0500e+01!     5.5671e-04!     9.5300e+02!     2.2355e-08!     0.0000e+00!     1.8300e-11!     1.5667e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     1.4671e-04!     4.6653e-10!    -9.9990e+03!     2.0964e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4754e+02!     5.5300e+01!    -7.7730e+01!     6.0507e+01!     5.6066e-04!     9.5300e+02!     2.2590e-08!     0.0000e+00!     1.8300e-11!     1.5632e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     3.2233e-04!     4.6701e-10!    -9.9990e+03!     2.5516e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4725e+02!     5.5300e+01!    -7.7730e+01!     6.0514e+01!     5.4343e-04!     9.5300e+02!     2.1891e-08!     0.0000e+00!     1.6400e-11!     1.5700e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     5.7945e-04!     6.0477e-10!    -9.9990e+03!     2.5303e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4713e+02!     5.5300e+01!    -7.7730e+01!     6.0521e+01!     5.3241e-04!     9.5300e+02!     2.2395e-08!     0.0000e+00!     1.8500e-11!     1.5705e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     8.9926e-04!     5.7926e-10!    -9.9990e+03!     3.4920e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4731e+02!     5.5300e+01!    -7.7730e+01!     6.0528e+01!     5.3749e-04!     9.5300e+02!     2.2450e-08!     0.0000e+00!     7.1000e-12!     1.5574e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     1.2707e-03!     5.7926e-10!    -9.9990e+03!     3.7765e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4753e+02!     5.5300e+01!    -7.7730e+01!     6.0535e+01!     5.4198e-04!     9.5300e+02!     2.2775e-08!     8.0000e-13!     7.3000e-12!     1.5783e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     1.7121e-03!     5.0109e-10!    -9.9990e+03!     3.9819e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4783e+02!     5.5300e+01!    -7.7730e+01!     6.0542e+01!     5.4947e-04!     9.5300e+02!     2.3054e-08!     0.0000e+00!     6.3000e-12!     1.5603e-07!     1.0000e+00!     4.8800e+02!     3.7755e-07!     2.2592e-03!     4.1023e-10!    -9.9990e+03!     4.2162e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4816e+02!     5.5300e+01!    -7.7730e+01!     6.0549e+01!     5.6055e-04!     9.5300e+02!     2.3720e-08!     0.0000e+00!     7.5000e-12!     1.5614e-07!     1.0000e+00!     4.8800e+02!     5.1152e-07!     2.8410e-03!     4.1023e-10!     1.2010e+00!     4.6582e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4857e+02!     5.5300e+01!    -7.7730e+01!     6.0556e+01!     5.7556e-04!     9.5300e+02!     2.4185e-08!     0.0000e+00!     1.0700e-11!     1.5740e-07!     1.0000e+00!     4.8800e+02!     6.8479e-07!     3.4727e-03!     4.7163e-10!     2.3860e-02!     4.9883e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4888e+02!     5.5300e+01!    -7.7730e+01!     6.0562e+01!     5.8462e-04!     9.5300e+02!     2.4455e-08!     0.0000e+00!     6.0000e-12!     1.5856e-07!     1.0000e+00!     4.8800e+02!     8.2829e-07!     3.9914e-03!     5.3153e-10!     4.4571e-01!     5.3234e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4914e+02!     5.5300e+01!    -7.7730e+01!     6.0569e+01!     5.9119e-04!     9.5300e+02!     2.4450e-08!     0.0000e+00!     7.2000e-12!     1.5825e-07!     1.0000e+00!     4.8800e+02!     1.0115e-06!     4.5237e-03!     5.3153e-10!     4.0670e-01!     5.6386e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4965e+02!     5.5300e+01!    -7.7730e+01!     6.0583e+01!     6.0527e-04!     9.5300e+02!     2.4664e-08!     0.0000e+00!     6.5000e-12!     1.6007e-07!     1.0000e+00!     4.8800e+02!     1.5170e-06!     6.3270e-03!     3.7958e-10!     3.0213e-01!     5.3284e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4981e+02!     5.5300e+01!    -7.7730e+01!     6.0590e+01!     6.0810e-04!     9.5300e+02!     2.4496e-08!     0.0000e+00!     6.9000e-12!     1.6094e-07!     1.0000e+00!     4.8800e+02!     1.7964e-06!     7.1054e-03!     3.4379e-10!     5.0619e-01!     5.9057e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.4996e+02!     5.5300e+01!    -7.7730e+01!     6.0597e+01!     6.1111e-04!     9.5300e+02!     2.4501e-08!     3.0000e-13!     3.2000e-12!     1.6358e-07!     1.0000e+00!     4.8800e+02!     2.0711e-06!     7.7342e-03!     3.4379e-10!     3.6899e-01!     4.3952e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5016e+02!     5.5300e+01!    -7.7730e+01!     6.0604e+01!     6.1626e-04!     9.5300e+02!     2.4565e-08!     0.0000e+00!     8.0000e-12!     1.6470e-07!     1.0000e+00!     4.8800e+02!     2.3630e-06!     8.5863e-03!     4.1562e-10!    -2.9896e-01!     6.5229e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5051e+02!     5.5300e+01!    -7.7730e+01!     6.0611e+01!     6.2614e-04!     9.5300e+02!     2.4685e-08!     3.0000e-13!     1.1700e-11!     1.6461e-07!     1.0000e+00!     4.8800e+02!     2.6588e-06!     8.7857e-03!     4.0895e-10!    -2.5592e-01!     6.7753e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5091e+02!     5.5300e+01!    -7.7730e+01!     6.0618e+01!     6.3897e-04!     9.5300e+02!     2.5026e-08!     2.0000e-12!     1.7000e-12!     1.8035e-07!     1.0000e+00!     4.8800e+02!     3.0283e-06!     9.2756e-03!     4.0895e-10!     5.1688e-01!     7.8601e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5139e+02!     5.5300e+01!    -7.7730e+01!     6.0625e+01!     6.5664e-04!     9.5300e+02!     2.5651e-08!     6.3000e-12!     1.8700e-11!     1.7091e-07!     1.0000e+00!     4.8800e+02!     3.3358e-06!     9.6421e-03!     4.4179e-10!    -6.5744e-01!     6.1748e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5179e+02!     5.5300e+01!    -7.7730e+01!     6.0632e+01!     6.6310e-04!     9.5300e+02!     2.6495e-08!     6.3000e-12!     7.7200e-11!     1.6453e-07!     1.0000e+00!     4.8800e+02!     3.6647e-06!     1.0230e-02!     3.6035e-10!     1.4300e+00!     8.6254e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5198e+02!     5.5300e+01!    -7.7730e+01!     6.0639e+01!     6.5957e-04!     9.5300e+02!     2.6527e-08!     1.9700e-11!     6.5700e-11!     1.7115e-07!     1.0000e+00!     4.8800e+02!     4.0668e-06!     1.0584e-02!     3.6035e-10!    -5.3154e-01!     8.0837e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5202e+02!     5.5300e+01!    -7.7730e+01!     6.0646e+01!     6.5900e-04!     9.5300e+02!     2.7607e-08!     1.0200e-11!     2.6200e-11!     1.6542e-07!     1.0000e+00!     4.8800e+02!     4.3156e-06!     1.0477e-02!     3.9797e-10!     8.4061e-01!     7.2524e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5200e+02!     5.5300e+01!    -7.7730e+01!     6.0653e+01!     6.5859e-04!     9.5300e+02!     2.8942e-08!     5.0000e-13!     3.3300e-11!     1.6584e-07!     1.0000e+00!     4.8800e+02!     4.5736e-06!     1.1115e-02!     3.0408e-10!     1.0027e+00!     7.1051e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5226e+02!     5.5300e+01!    -7.7730e+01!     6.0667e+01!     6.6253e-04!     9.5300e+02!     3.0490e-08!     4.0000e-12!     4.5000e-12!     1.7123e-07!     1.0000e+00!     4.8800e+02!     5.1799e-06!     1.1674e-02!     2.1694e-10!     1.8781e+00!     5.8081e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5252e+02!     5.5300e+01!    -7.7730e+01!     6.0674e+01!     6.7766e-04!     9.5300e+02!     3.0864e-08!     4.0000e-12!     4.5000e-12!     1.8027e-07!     1.0000e+00!     4.8800e+02!     5.6620e-06!     1.2212e-02!     3.9575e-10!     6.8488e-01!     7.2621e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5375e+02!     5.5300e+01!    -7.7730e+01!     6.0722e+01!     7.0569e-04!     9.5300e+02!     3.1361e-08!     9.3000e-12!     2.3600e-11!     1.6071e-07!     1.0000e+00!     4.8800e+02!     6.6642e-06!     1.3268e-02!     4.5464e-10!     2.1619e+00!     9.3659e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5396e+02!     5.5300e+01!    -7.7730e+01!     6.0729e+01!     7.1966e-04!     9.5300e+02!     3.1415e-08!     9.3000e-12!     2.3600e-11!     1.6112e-07!     1.0000e+00!     4.8800e+02!     6.6976e-06!     1.3384e-02!     4.5464e-10!     1.4170e+00!     9.9831e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5409e+02!     5.5300e+01!    -7.7730e+01!     6.0736e+01!     7.2517e-04!     9.5300e+02!     3.1745e-08!     6.0000e-13!     3.0600e-11!     1.6161e-07!     1.0000e+00!     4.8800e+02!     6.4857e-06!     1.3416e-02!     4.6280e-10!     1.9817e-01!     9.9750e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5439e+02!     5.5300e+01!    -7.7730e+01!     6.0743e+01!     7.2215e-04!     9.5300e+02!     3.0962e-08!     1.0000e-12!     2.7600e-11!     1.6039e-07!     1.0000e+00!     4.8800e+02!     6.4648e-06!     1.3581e-02!     4.9623e-10!     6.9934e-01!     1.0421e+00!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5476e+02!     5.5300e+01!    -7.7730e+01!     6.0750e+01!     7.2426e-04!     9.5300e+02!     3.0258e-08!     1.0000e-12!     2.7600e-11!     1.6240e-07!     1.0000e+00!     4.8800e+02!     6.4147e-06!     1.3554e-02!     5.1083e-10!     9.4711e-01!     7.5334e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5567e+02!     5.5300e+01!    -7.7730e+01!     6.0799e+01!     7.5477e-04!     9.5300e+02!     3.0216e-08!     1.3000e-12!     3.5300e-11!     1.6825e-07!     1.0000e+00!     4.8800e+02!     4.2825e-06!     1.1302e-02!     5.4796e-10!     6.6066e-01!     1.0106e+00!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5576e+02!     5.5300e+01!    -7.7730e+01!     6.0806e+01!     7.6676e-04!     9.5300e+02!     3.0190e-08!     1.3000e-12!     3.5300e-11!     1.7059e-07!     1.0000e+00!     4.8800e+02!     4.1312e-06!     1.1293e-02!     4.9867e-10!    -2.6776e-02!     9.8755e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5474e+02!     5.5300e+01!    -7.7730e+01!     6.0812e+01!     7.7746e-04!     9.5300e+02!     3.0570e-08!     7.0000e-13!     2.1300e-11!     1.6671e-07!     1.0000e+00!     4.8800e+02!     3.7030e-06!     1.0915e-02!     5.4090e-10!    -6.5455e-02!     1.2228e+00!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5335e+02!     5.5300e+01!    -7.7730e+01!     6.0819e+01!     7.9410e-04!     9.5300e+02!     3.0944e-08!     1.5400e-11!     3.6000e-11!     1.6805e-07!     1.0000e+00!     4.8800e+02!     3.3945e-06!     1.0486e-02!     5.4090e-10!     2.9211e-01!     1.7706e+00!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5305e+02!     5.5300e+01!    -7.7730e+01!     6.0826e+01!     8.1001e-04!     9.5300e+02!     3.0855e-08!     3.0000e-13!     2.1300e-11!     1.6838e-07!     1.0000e+00!     4.8800e+02!     3.0070e-06!     9.8756e-03!     5.4230e-10!     6.4639e-01!     1.2723e+00!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5307e+02!     5.5300e+01!    -7.7730e+01!     6.0833e+01!     8.2250e-04!     9.5300e+02!     3.0910e-08!     1.0000e-12!     1.4700e-11!     1.7109e-07!     1.0000e+00!     4.8800e+02!     2.6208e-06!     9.0489e-03!     2.7315e-10!     1.2205e+00!     1.0157e+00!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5308e+02!     5.5300e+01!    -7.7730e+01!     6.0840e+01!     8.1882e-04!     9.5300e+02!     3.0699e-08!     3.2000e-12!     3.0200e-11!     1.7499e-07!     1.0000e+00!     4.8800e+02!     2.3875e-06!     8.6206e-03!     7.4451e-11!     5.5475e-01!     1.1829e+00!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5326e+02!     5.5300e+01!    -7.7730e+01!     6.0847e+01!     8.2565e-04!     9.5300e+02!     3.0430e-08!     3.0000e-13!     1.9700e-11!     1.6976e-07!     1.0000e+00!     4.8800e+02!     2.0188e-06!     7.8328e-03!     7.4451e-11!    -4.6511e-01!     1.0232e+00!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5445e+02!     5.5300e+01!    -7.7730e+01!     6.0854e+01!     8.3185e-04!     9.5300e+02!     3.0844e-08!     1.2000e-12!     9.6000e-12!     1.6766e-07!     1.0000e+00!     4.8800e+02!     1.7790e-06!     7.1705e-03!     2.3543e-11!    -7.2438e-01!     8.5399e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5561e+02!     5.5300e+01!    -7.7730e+01!     6.0861e+01!     8.1727e-04!     9.5300e+02!     3.1095e-08!     3.1000e-12!     2.3500e-11!     1.6565e-07!     1.0000e+00!     4.8800e+02!     1.4191e-06!     6.5921e-03!     1.4678e-11!     1.9619e-01!     8.3020e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5582e+02!     5.5300e+01!    -7.7730e+01!     6.0868e+01!     8.0762e-04!     9.5300e+02!     3.1455e-08!     0.0000e+00!     8.5000e-12!     1.6633e-07!     1.0000e+00!     4.8800e+02!     1.3328e-06!     5.9714e-03!     1.4678e-11!     2.8691e-01!     7.5104e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5569e+02!     5.5300e+01!    -7.7730e+01!     6.0875e+01!     7.9874e-04!     9.5300e+02!     3.1510e-08!     0.0000e+00!     1.0500e-11!     1.6760e-07!     1.0000e+00!     4.8800e+02!     1.0890e-06!     5.2335e-03!    -1.3493e-10!     7.1773e-01!     6.8186e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5554e+02!     5.5300e+01!    -7.7730e+01!     6.0882e+01!     7.8514e-04!     9.5300e+02!     3.1600e-08!     0.0000e+00!     1.6800e-11!     1.6729e-07!     1.0000e+00!     4.8800e+02!     9.2445e-07!     4.4663e-03!    -4.5218e-11!    -2.2096e-02!     6.2248e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5551e+02!     5.5300e+01!    -7.7730e+01!     6.0889e+01!     7.7851e-04!     9.5300e+02!     3.1731e-08!     0.0000e+00!     1.3200e-11!     1.6747e-07!     1.0000e+00!     4.8800e+02!     6.9264e-07!     3.7031e-03!    -4.5218e-11!     3.5025e-01!     4.8702e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
     2.5068e+02!     5.5300e+01!    -7.7730e+01!     6.0937e+01!     7.3769e-04!     9.5300e+02!     2.8365e-08!     0.0000e+00!     1.1100e-11!     1.7816e-07!     1.0000e+00!     4.8800e+02!     0.0000e+00!     3.1492e-04!     1.3488e-10!    -4.3518e-01!     3.6011e-01!     2.8496e-09!     1.7532e-09!     2.9829e-10!     4.4839e-10!     8.9324e-10!     1.3656e-10!     2.5566e-10!     1.9200e-06!
